StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q6,Q7,Q2,Q4,Q5,Q12,Q13,Q9,Q10,Q11,Q18,Q19,Q15,Q16,Q17,Q24,Q25,Q21,Q22,Q23,Q30,Q31,Q27,Q28,Q29,Q36,Q37,Q33,Q34,Q35,Q42,Q43,Q39,Q40,Q41,Q48,Q49,Q45,Q46,Q47,Q54,Q55,Q51,Q52,Q53,Q60,Q61,Q57,Q58,Q59,Q66,Q67,Q63,Q64,Q65,Q72,Q73,Q71,Q69,Q70,Q84,Q85,Q75,Q76,Q77,Q90,Q91,Q81,Q82,Q83,Q78,Q79,Q87,Q88,Q89,PROLIFIC_PID,STUDY_ID,SESSION_ID,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,name15
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level of education you think person with this name has likely completed?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,What would be the highest level of education you think person with this name has likely completed?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would you think would be the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level education you think person with this name has likely completed?,What would you think would the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level education you think person with this name has likely completed?,What would you think would the race of a person with this name?,What do you think would be the specific race or ethnicity of a person with this name?,Would you think that a person with this name is a U.S. citizen?,What type of income do you think a person with this name would make?,What would be the highest level education you think person with this name has likely completed?,PROLIFIC_PID,STUDY_ID,SESSION_ID,name,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,name15
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID2""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17""}","{""ImportId"":""QID24""}","{""ImportId"":""QID25""}","{""ImportId"":""QID21""}","{""ImportId"":""QID22""}","{""ImportId"":""QID23""}","{""ImportId"":""QID30""}","{""ImportId"":""QID31""}","{""ImportId"":""QID27""}","{""ImportId"":""QID28""}","{""ImportId"":""QID29""}","{""ImportId"":""QID36""}","{""ImportId"":""QID37""}","{""ImportId"":""QID33""}","{""ImportId"":""QID34""}","{""ImportId"":""QID35""}","{""ImportId"":""QID42""}","{""ImportId"":""QID43""}","{""ImportId"":""QID39""}","{""ImportId"":""QID40""}","{""ImportId"":""QID41""}","{""ImportId"":""QID48""}","{""ImportId"":""QID49""}","{""ImportId"":""QID45""}","{""ImportId"":""QID46""}","{""ImportId"":""QID47""}","{""ImportId"":""QID54""}","{""ImportId"":""QID55""}","{""ImportId"":""QID51""}","{""ImportId"":""QID52""}","{""ImportId"":""QID53""}","{""ImportId"":""QID60""}","{""ImportId"":""QID61""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID59""}","{""ImportId"":""QID66""}","{""ImportId"":""QID67""}","{""ImportId"":""QID63""}","{""ImportId"":""QID64""}","{""ImportId"":""QID65""}","{""ImportId"":""QID72""}","{""ImportId"":""QID73""}","{""ImportId"":""QID71""}","{""ImportId"":""QID69""}","{""ImportId"":""QID70""}","{""ImportId"":""QID84""}","{""ImportId"":""QID85""}","{""ImportId"":""QID75""}","{""ImportId"":""QID76""}","{""ImportId"":""QID77""}","{""ImportId"":""QID90""}","{""ImportId"":""QID91""}","{""ImportId"":""QID81""}","{""ImportId"":""QID82""}","{""ImportId"":""QID83""}","{""ImportId"":""QID78""}","{""ImportId"":""QID79""}","{""ImportId"":""QID87""}","{""ImportId"":""QID88""}","{""ImportId"":""QID89""}","{""ImportId"":""PROLIFIC_PID""}","{""ImportId"":""STUDY_ID""}","{""ImportId"":""SESSION_ID""}","{""ImportId"":""name""}","{""ImportId"":""name2""}","{""ImportId"":""name3""}","{""ImportId"":""name4""}","{""ImportId"":""name5""}","{""ImportId"":""name6""}","{""ImportId"":""name7""}","{""ImportId"":""name8""}","{""ImportId"":""name9""}","{""ImportId"":""name10""}","{""ImportId"":""name11""}","{""ImportId"":""name12""}","{""ImportId"":""name13""}","{""ImportId"":""name14""}","{""ImportId"":""name15""}"
2021-02-04 06:54:34,2021-02-04 07:02:54,IP Address,174.250.241.165,100,500,True,2021-02-04 07:02:55,R_1DO0MPdcfr8bOuL,,,,,28.0435943603515625,-81.73329925537109375,anonymous,EN,,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",High school,White,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",High school,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",High school,White,,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Bachelor's degree,Yes,"Middle income	($41,000 - $120,400)",White,,No,"Middle income	($41,000 - $120,400)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",High school,Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,5b2eae5577b17f0001c037af,601bf96c1355c162f596ffaf,601bfc9486384a63d9177474,Mark Ryan,David Meyer,William Johnston,Thomas Snyder,Alex Yang,Dan Tran,Li Chen,Richard Wagner,Cindy Yang,Richard Meyer,William Johnston,Cecilia Li,John Olson,John Meyer,Peter Kim
2021-02-04 06:58:37,2021-02-04 07:05:33,IP Address,68.129.40.124,100,415,True,2021-02-04 07:05:33,R_3kodbzYaMKsv36i,,,,,40.87030029296875,-73.85250091552734375,anonymous,EN,Other,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Ph.D. degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Filipino,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Ph.D. degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Hispanic,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,Bachelor's degree,Yes,"Middle income	($41,000 - $120,400)",White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Other Asian,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,5ec47ba7c9ba86366e16af6b,601bf96c1355c162f596ffaf,601bfd8253aa4364cc560025,Jenny Patel,Sam Nguyen,William Meyer,Jane Le,Alex Yang,Andy Nguyen,Thomas Snyder,Thomas Johnston,Dan Kim,Alice Wang,Mary Johnston,Minh Kim,David Patel,Richard Johnston,John Hansen
2021-02-04 07:03:28,2021-02-04 07:09:31,IP Address,107.0.233.10,100,362,True,2021-02-04 07:09:31,R_3P5Jbb4I9XMfXcZ,,,,,40.1829986572265625,-74.91100311279296875,anonymous,EN,Other,,Yes,"Middle income	($41,000 - $120,400)",Ph.D. degree,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Filipino,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Asian Indian,Bachelor's degree,No,"Upper income (More than $120,400)",Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Other,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,5dd3efcb1b28c03d25e4cfaf,601bf96c1355c162f596ffaf,601bfea9332e2d65406bc71c,Andrew Nguyen,Robert Ryan,Jennifer Yang,Li Chen,David Pham,Thomas Hoffman,David Meyer,Michael Snyder,Alex Tran,Jian Le,Sam Chen,Jin Patel,Wei Chen,Robert Meyer,Mary Hoffman
2021-02-04 07:09:16,2021-02-04 07:13:16,IP Address,73.144.220.151,100,240,True,2021-02-04 07:13:18,R_30f5Rg115rIULf5,,,,,42.5316009521484375,-83.5261993408203125,anonymous,EN,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,,,Master's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Ph.D. degree,White,,Yes,"Middle income	($41,000 - $120,400)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,,Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Bachelor's degree,Yes,"Middle income	($41,000 - $120,400)",Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Yes,"Low income (Less than $40,100)",High school,5dbb2b961abdd6000b73ed74,601bf96c1355c162f596ffaf,601bffc12cdabf647113c04f,James Schmidt,Wei Yang,Amy Chen,Minh Yang,Richard Hansen,Richard Wagner,Mark Hansen,Mark Snyder,Amy Chen,Mary Wagner,William Meyer,Wei Nguyen,Cindy Pham,Dan Nguyen,William Meyer
2021-02-04 07:09:03,2021-02-04 07:14:00,IP Address,184.103.149.6,100,296,True,2021-02-04 07:14:00,R_3NEvaE1XK0gzW5o,,,,,33.5767974853515625,-112.23480224609375,anonymous,EN,Other,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,American Indian or Alaska Native,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,American Indian or Alaska Native,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Bachelor's degree,Yes,"Upper income (More than $120,400)",White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Filipino,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Other Asian,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,5eb5fc1f998c504f09656ba8,601bf96c1355c162f596ffaf,601bfffbbcb0675d8f62a514,Amy Kim,Andy Li,Michael Hoffman,Mary Hoffman,Michael Meyer,Mark Larson,Richard Meyer,Sam Patel,Eric Patel,Mark Hansen,Cecilia Yang,Alan Pham,Michael Ryan,Grace Chen,Jenny Le
2021-02-04 06:58:04,2021-02-04 07:14:59,IP Address,85.242.120.122,100,1015,True,2021-02-04 07:14:59,R_2fdm0hZc6klpvvs,,,,,38.7592010498046875,-8.9622955322265625,anonymous,EN,Other,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Black or African American,,Yes,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Other Asian,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Asian Indian,No,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Japanese,No,"Upper income (More than $120,400)",Ph.D. degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Bachelor's degree,White,,Yes,"Upper income (More than $120,400)",Master's degree,Asian or Pacific Islander,Chinese,No,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Bachelor's degree,No,"Middle income	($41,000 - $120,400)",White,,No,"Low income (Less than $40,100)",High school,White,,Yes,"Middle income	($41,000 - $120,400)",High school,Asian or Pacific Islander,Vietnamese,Yes,"Upper income (More than $120,400)",Ph.D. degree,5f8998f6bfe9d6067c4b8a72,601bf96c1355c162f596ffaf,601bfd5bccedd6639e3359e2,Grace Tran,John Johnston,Vivian Nguyen,Mary Olson,Jin Patel,Sam Nguyen,Thomas Hoffman,Jane Yang,Cindy Kim,Li Pham,James Hoffman,Jane Chen,David Wagner,Richard Snyder,Hung Tran
2021-02-04 07:12:51,2021-02-04 07:18:49,IP Address,173.10.129.97,100,358,True,2021-02-04 07:18:49,R_RwedXx3xLja1E5z,,,,,39.329803466796875,-76.63500213623046875,anonymous,EN,Other,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Other,,No,"Low income (Less than $40,100)",High school,White,,Yes,"Upper income (More than $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",Master's degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Chinese,Yes,"Upper income (More than $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",High school,Asian or Pacific Islander,Filipino,Yes,"Middle income	($41,000 - $120,400)",Ph.D. degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Vietnamese,Bachelor's degree,No,"Low income (Less than $40,100)",White,,Yes,"Upper income (More than $120,400)",Master's degree,Hispanic,,Yes,"Upper income (More than $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Low income (Less than $40,100)",High school,5ce300b94c6a040001bcc0ec,601bf96c1355c162f596ffaf,601c00d836aef06515634ca2,William Meyer,Mark Hansen,Jian Kim,David Le,William Hoffman,Yong Chen,Alex Wang,Eric Wang,Robert Snyder,Jane Yang,Cecilia Yang,Li Kim,Mary Meyer,Andrew Tran,Hong Le
2021-02-04 07:15:20,2021-02-04 07:20:16,IP Address,76.230.158.183,100,296,True,2021-02-04 07:20:17,R_067qNvh53mZO7eN,,,,,35.996795654296875,-78.89550018310546875,anonymous,EN,White,,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Upper income (More than $120,400)",Bachelor's degree,White,,Yes,"Low income (Less than $40,100)",High school,Asian or Pacific Islander,Korean,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,No,"Upper income (More than $120,400)",Ph.D. degree,Asian or Pacific Islander,Vietnamese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,Asian or Pacific Islander,Chinese,Yes,"Middle income	($41,000 - $120,400)",Master's degree,White,,Yes,"Low income (Less than $40,100)",High school,White,,Bachelor's degree,Yes,"Middle income	($41,000 - $120,400)",White,,Yes,"Low income (Less than $40,100)",High school,Black or African American,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,White,,Yes,"Middle income	($41,000 - $120,400)",Bachelor's degree,5f29a7ef892f330fbcb6a837,601bf96c1355c162f596ffaf,601c0173694f035cd118a15d,Alex Kim,Mark Meyer,Mary Hoffman,Andrew Kim,Dan Yang,William Wagner,Yong Wang,Albert Pham,William Schmidt,Cecilia Yang,Mary Meyer,David Wagner,David Olson,Michael Larson,Robert Schmidt
